transaction_id,cashier_id,register_id,event_time,gross_amount,net_amount,tax_amount,total_amount
9874,6767,2,19:47:51,7.58,7.83,0.25,7.83
9875,6767,2,19:48:35,7.48,8.02,0.54,8.02
9876,6767,2,19:49:41,2.99,3.02,0.03,3.02
9410,20000,10004,19:51:52,50.17,48.97,0,48.97
9877,6767,2,19:52:11,13.97,14.98,1.01,14.98
9878,6767,2,19:53:08,27.98,28.92,0.94,28.92
9879,6767,2,19:54:23,4.88,5.23,0.35,5.23
9411,20000,10001,19:54:52,74.22,74.22,0,74.22
9880,6767,2,19:55:18,28.09,28.92,0.94,28.92
9881,6767,2,19:55:23,3.74,4.01,0.27,4.01
9882,6767,2,19:56:31,23.74,24.01,0.27,24.01
9883,6767,2,19:57:03,22.48,23.55,1.07,23.55
9412,20000,10003,19:57:04,73.73,73.73,0,73.73
9413,20000,10005,19:58:00,40.05,40.05,0,40.05
9884,6767,2,19:58:39,3.29,3.32,0.03,3.32
9885,6767,2,19:58:53,23.74,24.01,0.27,24.01
9886,6767,2,20:04:31,3.29,3.53,0.24,3.53
9887,6767,2,20:10:30,14.56,15.59,1.03,15.59
9414,20000,10004,20:12:20,21.03,21.03,0,21.03
9415,20000,10003,20:14:12,52.97,52.97,0,52.97
9888,6767,2,20:14:42,17.62,10.85,0.73,10.85
9416,20000,10001,20:15:12,20.17,20.17,0,20.17
9417,20000,10004,20:16:50,47.53,47.53,0,47.53
9418,20000,10005,20:17:50,40.44,39,0,39
9419,20000,10002,20:24:25,93,93,0,93
9889,6767,2,20:29:17,29.53,31.67,2.14,31.67
9420,20000,10003,20:32:58,30.01,30.01,0,30.01
9890,6767,2,20:34:33,5.58,5.98,0.4,5.98
9891,6767,2,20:36:16,4.29,4.6,0.31,4.6
9421,20000,10005,20:36:36,70.39,70.39,0,70.39
9422,20000,10004,20:37:20,46.1,45,0,45
9423,20000,10001,20:38:12,43.69,43.69,0,43.69
9892,6767,2,20:43:06,30,30,0,30
9893,6767,2,20:45:11,30,30,0,30
9894,6767,2,20:46:25,23.57,25.28,1.71,25.28
9424,20000,10003,20:50:00,60.49,59.23,0,59.23
9425,20000,10004,20:51:12,39.91,39.91,0,39.91
9895,6767,2,21:15:35,6.58,7.06,0.48,7.06
9896,6767,2,21:23:33,60,60,0,60
9426,20000,10004,21:24:01,66.55,66.55,0,66.55
9897,6767,2,21:26:13,60,60,0,60
9898,6767,2,21:26:19,20,20,0,20
9899,6767,2,21:28:22,4.95,5.31,0.36,5.31
9900,6767,2,21:28:44,20,20,0,20
9901,6767,2,21:28:58,26.98,28.94,1.96,28.94
9902,6767,2,21:29:21,2.54,2.72,0.18,2.72
